"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Costa Rica","CRI","Population ages 0-4, male (% of male population)","SP.POP.0004.MA.5Y","18.2555990376573","18.7319700163239","18.8142779857253","18.6127599683525","18.2948265112653","17.9775406101426","17.6351840574637","17.209154792114","16.7389402282988","16.2278736460156","15.6823431472557","15.0617348051382","14.4632405590964","13.9182767386603","13.4888481179451","13.2100330413162","12.9488605494618","12.9565761186098","13.1318802999998","13.3357912200774","13.4846096235885","13.8095656456315","13.903902395376","13.8425271603079","13.7375364942171","13.6662494331066","13.575414883742","13.484103749039","13.3919751444553","13.2709781813906","13.1044020127295","12.8621678006122","12.5993087852541","12.3185807876229","12.0305855067487","11.7405761451099","11.4301277442902","11.1374014495048","10.8512450671835","10.5516329587821","10.2261833045489","9.94254681689023","9.60448374397527","9.24517753522172","8.91983742888466","8.66424772378978","8.40488755412573","8.2749667928288","8.22753588388492","8.1865844873129","8.1038442432976","8.1052739858913","7.99097104210653","7.80147172431826","7.60632308340407","7.45262088434919","7.27858116787041","7.16106100480078",
"Costa Rica","CRI","Population ages 0-4, female (% of female population)","SP.POP.0004.FE.5Y","18.2917372654974","18.7193235050775","18.7824257207846","18.5828499721902","18.2732299714256","17.9614115095346","17.6300667459582","17.2141545131479","16.7518256663101","16.2475664786099","15.7089586654896","15.0952453243302","14.4987339397918","13.9510682105973","13.5111721682521","13.2113396881354","12.9062819311488","12.8648232077653","12.9886572285039","13.1461578276622","13.2572970217465","13.5314564870197","13.6008493113778","13.5317244516364","13.423626147045","13.3452998242006","13.2565998329457","13.1571366540712","13.0500588213933","12.9152492096536","12.7409358244715","12.4880682799029","12.2197057033581","11.93748267091","11.6495755222533","11.3594802929312","11.0487537441912","10.7555964089971","10.4692782660593","10.1704114318756","9.84767149296873","9.56912159464434","9.23852863926098","8.88773371081397","8.56998581402624","8.31969616418617","8.06640993123989","7.93782399585946","7.88881462330985","7.84611056784236","7.76320342789885","7.76035758685481","7.64681936207367","7.46130866027434","7.27090040948359","7.12038463139491","6.9519641804473","6.83764482889678",
"Costa Rica","CRI","Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)","SP.MTR.1519.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Women who were first married by age 18 (% of women ages 20-24)","SP.M18.2024.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","","","","","","",
"Costa Rica","CRI","Women who were first married by age 15 (% of women ages 20-24)","SP.M15.2024.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Female headed households (% of households with a female head)","SP.HOU.FEMA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Wanted fertility rate (births per woman)","SP.DYN.WFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS","58.26066","59.50801","60.75536","61.54726","62.33916","63.13106","63.92296","64.71487","65.27566","65.83645","66.39724","66.95803","67.51882","68.08271","68.64661","69.2105","69.77439","70.33829","71.20504","72.07179","72.93855","73.8053","74.67206","75.16784","75.66362","76.15941","76.65519","77.15097","77.41994","77.68892","77.95789","78.22686","78.49584","78.74634","78.99683","79.24733","79.49783","79.74833","79.92879","80.10925","80.28971","80.47017","80.65063","80.77304","80.89545","81.01786","81.14027","81.26269","81.40981","81.55693","81.70405","81.85117","81.99829","82.31735","82.63642","82.95548","83.27455","",
"Costa Rica","CRI","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS","63.43345","64.63844","65.84343","66.78269","67.72195","68.66121","69.60047","70.53973","71.43293","72.32614","73.21934","74.11254","75.00575","75.84133","76.67692","77.5125","78.34808","79.18367","79.95021","80.71676","81.4833","82.24984","83.01639","83.40488","83.79338","84.18187","84.57037","84.95886","85.18237","85.40588","85.62939","85.85289","86.0764","86.29526","86.51411","86.73297","86.95182","87.17068","87.34021","87.50974","87.67926","87.84879","88.01832","88.13731","88.25629","88.37528","88.49426","88.61325","88.76764","88.92204","89.07644","89.23084","89.38523","89.53446","89.68369","89.83292","89.98215","",
"Costa Rica","CRI","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","6.451","6.405","6.322","6.201","6.044","5.853","5.63","5.383","5.123","4.861","4.611","4.385","4.188","4.026","3.898","3.805","3.741","3.695","3.657","3.622","3.588","3.552","3.517","3.482","3.448","3.411","3.371","3.328","3.281","3.229","3.172","3.11","3.044","2.973","2.899","2.821","2.737","2.649","2.557","2.463","2.373","2.29","2.216","2.155","2.105","2.065","2.034","2.006","1.979","1.951","1.922","1.893","1.866","1.841","1.819","1.8","1.783","",
"Costa Rica","CRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","59.224","59.931","60.615","61.26","61.859","62.406","62.904","63.367","63.809","64.239","64.667","65.1","65.542","65.996","66.466","66.956","67.471","68.006","68.552","69.1","69.638","70.154","70.637","71.08","71.479","71.831","72.138","72.411","72.658","72.888","73.106","73.319","73.529","73.739","73.95","74.163","74.374","74.579","74.774","74.959","75.13","75.286","75.428","75.559","75.68","75.793","75.9","76.003","76.107","76.217","76.338","76.477","76.635","76.814","77.011","77.225","77.451","",
"Costa Rica","CRI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.556","61.269","61.964","62.63","63.259","63.848","64.399","64.924","65.434","65.937","66.439","66.946","67.46","67.983","68.519","69.072","69.648","70.242","70.846","71.452","72.045","72.61","73.135","73.612","74.035","74.401","74.714","74.984","75.223","75.438","75.638","75.83","76.016","76.2","76.385","76.571","76.759","76.942","77.119","77.288","77.448","77.597","77.736","77.868","77.993","78.114","78.234","78.355","78.481","78.613","78.756","78.911","79.077","79.254","79.44","79.634","79.831","",
"Costa Rica","CRI","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN","61.996","62.714","63.421","64.109","64.771","65.405","66.013","66.604","67.186","67.766","68.348","68.937","69.534","70.14","70.757","71.391","72.047","72.721","73.405","74.086","74.747","75.369","75.939","76.445","76.882","77.248","77.546","77.791","77.998","78.178","78.339","78.491","78.636","78.779","78.924","79.074","79.228","79.383","79.536","79.685","79.83","79.97","80.105","80.236","80.365","80.495","80.629","80.771","80.921","81.08","81.247","81.419","81.595","81.77","81.943","82.112","82.277","",
"Costa Rica","CRI","Mortality rate, infant, male (per 1,000 live births)","SP.DYN.IMRT.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","12.3","","","","","","","","","","9.5","","","","","8.9","","8.5",
"Costa Rica","CRI","Mortality rate, infant (per 1,000 live births)","SP.DYN.IMRT.IN","","","","","","69.3","66.3","64.2","63.1","62.9","61.5","57.7","52.3","47.1","42.7","38.1","33","28.1","24.1","21.4","19.8","19.2","19.2","19.4","19.5","19.2","18.3","17","15.8","14.9","14.3","13.8","13.4","13","12.7","12.5","12.6","12.7","12.4","11.8","11.1","10.5","10.1","9.6","9.3","9","9","9","9","8.8","8.7","8.6","8.5","8.4","8.3","8.2","8","7.8",
"Costa Rica","CRI","Mortality rate, infant, female (per 1,000 live births)","SP.DYN.IMRT.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","","","","","","","","","9.8","","","","","","","","","","7.8","","","","","7.4","","7.1",
"Costa Rica","CRI","Contraceptive prevalence, any methods (% of women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","64.4","64.4","63.8","","","65.2","","","","","69.5","","","","","","","75","","","","","","80","","","","","","96","","96","80","81.1","82.2","76.2","","","","","","",
"Costa Rica","CRI","Contraceptive prevalence, modern methods (% of women ages 15-49)","SP.DYN.CONM.ZS","","","","","","","","","","","","","","","","","53.5","","54.9","","","55.9","","","","","58.2","","","","","","","64.6","","","","","","71.5","","","","","","","","","","76.4","79.9","74.7","","","","","","",
"Costa Rica","CRI","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","10.045","9.677","9.303","8.931","8.565","8.21","7.869","7.54","7.226","6.927","6.647","6.388","6.15","5.932","5.731","5.544","5.367","5.195","5.028","4.865","4.708","4.563","4.435","4.325","4.235","4.166","4.114","4.077","4.049","4.03","4.015","4.002","3.993","3.985","3.98","3.976","3.976","3.98","3.991","4.008","4.032","4.065","4.106","4.153","4.207","4.265","4.328","4.392","4.458","4.523","4.587","4.649","4.709","4.767","4.824","4.882","4.941","",
"Costa Rica","CRI","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","44.558","44.125","43.469","42.597","41.53","40.284","38.874","37.352","35.787","34.25","32.832","31.621","30.653","29.942","29.491","29.28","29.263","29.357","29.483","29.593","29.649","29.637","29.565","29.441","29.252","28.988","28.644","28.226","27.744","27.204","26.615","25.984","25.322","24.64","23.947","23.24","22.512","21.761","20.995","20.231","19.499","18.831","18.247","17.759","17.366","17.054","16.801","16.574","16.345","16.102","15.84","15.564","15.287","15.022","14.768","14.525","14.289","",
"Costa Rica","CRI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","231.533","222.459","213.385","208.699","204.012","199.326","194.639","189.952","187.892","185.831","183.77","181.709","179.649","178.764","177.879","176.994","176.109","175.224","169.662","164.101","158.54","152.979","147.417","144.832","142.247","139.662","137.077","134.492","133.821","133.15","132.479","131.808","131.137","130.54","129.943","129.347","128.75","128.154","127.631","127.108","126.586","126.063","125.54","125.008","124.476","123.944","123.412","122.879","122.066","121.253","120.44","119.627","118.814","116.479","114.143","111.808","109.472","",
"Costa Rica","CRI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","198.808","190.352","181.895","176.85","171.805","166.761","161.716","156.671","152.23","147.789","143.348","138.907","134.465","130.724","126.982","123.24","119.498","115.756","111.967","108.178","104.389","100.6","96.811","94.749","92.688","90.626","88.565","86.503","85.291","84.078","82.866","81.653","80.441","79.2","77.96","76.719","75.479","74.238","73.296","72.354","71.411","70.469","69.526","68.902","68.277","67.653","67.028","66.404","65.508","64.612","63.716","62.82","61.924","61.128","60.331","59.535","58.738","",
"Costa Rica","CRI","Completeness of total death reporting (% of reported total deaths to estimated total deaths)","SP.DTH.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8356807511737","","","97.3818143659164","97.5805626598465","","","","","","","",
"Costa Rica","CRI","Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)","SP.DTH.INFR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.751677852349","","92.3398328690808","93.6440677966102","95.9942775393419","","","","","","","",
"Costa Rica","CRI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","118.9184","118.6612","118.404","116.2062","114.0084","111.8106","109.6128","107.415","105.2566","103.0982","100.9398","98.7814","96.623","97.0436","97.4642","97.8848","98.3054","98.726","98.4066","98.0872","97.7678","97.4484","97.129","96.764","96.399","96.034","95.669","95.304","94.5938","93.8836","93.1734","92.4632","91.753","90.0372","88.3214","86.6056","84.8898","83.174","80.4972","77.8204","75.1436","72.4668","69.79","68.73","67.67","66.61","65.55","64.49","63.4048","62.3196","61.2344","60.1492","59.064","57.943","56.822","55.701","54.58","",
"Costa Rica","CRI","Vitamin A supplementation coverage rate (% of children ages 6-59 months)","SN.ITK.VITA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","","","","","","",
"Costa Rica","CRI","Consumption of iodized salt (% of households)","SN.ITK.SALT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Depth of the food deficit (kilocalories per person per day)","SN.ITK.DFCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","34","34","34","35","36","38","38","36","34","34","36","39","41","41","38","36","35","36","37","37","38","40","39","35","",
"Costa Rica","CRI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.3","5.7","5.9","5.8","5.4","5.1","5","5.1","5.2","5.2","5.2","5.4","5.5","5.4","4.9","4.4","",
"Costa Rica","CRI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4893026278475","","","","","10.3758126419676","","","","","7.92128291023959","","","","","8.43192650952495","","","","","8.91924423461473","","","","","8.77100991087492","","",
"Costa Rica","CRI","International migrant stock, total","SM.POP.TOTL","32693","","","","","32073","","","","","25432","","","","","29169","","","","","68657","","","","","116745","","","","","417628","","","","","364287","","","","","310946","","","","","358175","","","","","405404","","","","","421697","","",
"Costa Rica","CRI","Refugee population by country or territory of origin","SM.POP.REFG.OR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","5","223","211","139","90","54","76","57","86","98","92","138","178","284","361","354","344","352","331","325","463","417","379","208","190",
"Costa Rica","CRI","Refugee population by country or territory of asylum","SM.POP.REFG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276210","117492","114392","24834","24630","24226","23176","23114","22986","22903","5519","8104","12433","13508","10413","11253","11515","17190","18136","19116","19505","20057","20449","20569","20744","3616","4180","4464",
"Costa Rica","CRI","Net migration","SM.POP.NETM","","","7905","","","","","7827","","","","","12638","","","","","17425","","","","","18876","","","","","17417","","","","","69202","","","","","89527","","","","","41792","","","","","30339","","","","","19658","","","","","16384",
"Costa Rica","CRI","Children in employment, wage workers (% of children in employment, ages 7-14)","SL.WAG.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","","","","","27.88","",
"Costa Rica","CRI","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","SL.WAG.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","","","","","22.7","",
"Costa Rica","CRI","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.1714547734461","67.0552882527662","65.9550535751935","67.7314007068402","65.2956809488281","","63.6143219740838","","","",
"Costa Rica","CRI","Coverage of social safety net programs in poorest quintile (% of population)","per_sa_allsa.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0495976035444","74.9046373904806","77.1085268237548","78.0773457030589","75.0341901661341","","77.6100039489272","","","",
"Costa Rica","CRI","Coverage of social safety net programs (% of population)","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2578597030815","52.6041339797574","48.8093800599775","48.7795165285577","47.4608269764962","","45.8479020611049","","","",
"Costa Rica","CRI","Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)","per_sa_allsa.ben_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5244518458635","","25.0869472111259","24.7132633639905","26.9211554523369","","31.0989523544163","","","",
"Costa Rica","CRI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9032773507638","","11.950161226587","11.7181666329553","12.4057388357794","","13.310862025307","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP in richest quintile (% of population)","per_lm_alllm.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3593967858844","22.9495292787135","18.232328746577","21.5577640428023","21.2934392583388","","18.9436736050976","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","per_lm_alllm.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7194279236417","30.8973284369342","24.7550175433171","26.4302908386429","27.0405479116034","","28.0480558176125","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)","per_lm_alllm.cov_q3_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.770110179255","27.6560109248477","23.3976885121039","24.1279691379845","23.0178283124695","","25.7297882513517","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)","per_lm_alllm.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7271247028878","22.5508213047078","17.7856175414467","19.9418859038946","21.5736466277772","","22.8549278989017","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP in poorest quintile (% of population)","per_lm_alllm.cov_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1980160926353","22.6437271436611","15.0402654339793","16.768529218239","16.0332526244716","","19.8793207845202","","","",
"Costa Rica","CRI","Coverage of unemployment benefits and ALMP (% of population)","per_lm_alllm.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1549963277662","25.3394594632149","19.8413257292714","21.7640048039912","21.7910155746093","","23.091598393953","","","",
"Costa Rica","CRI","Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)","per_lm_alllm.ben_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Coverage of social protection and labor programs (% of population)","per_allsp.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1691945584196","72.6779393323244","67.1519756469873","67.9458180662888","67.3313538988123","","66.6360277867349","","","",
"Costa Rica","CRI","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","per_allsp.ben_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.74946038567932","","5.66278285651013","5.58992644106472","5.41257684871703","","5.30419227125651","","","",
"Costa Rica","CRI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0930530306145","","27.064308731461","26.0490996620839","24.6599758995955","","28.580486819318","","","",
"Costa Rica","CRI","2005 PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.9614","","","","","","","","","","","","",
"Costa Rica","CRI","PPP conversion factor, private consumption (LCU per international $)","PA.NUS.PRVT.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2726285607383","59.6070358778965","70.4602543574131","75.1345715839478","83.1357524676392","99.6195523610412","113.741390596218","125.849086980121","138.382673795584","149.023756052671","160.002183269251","173.074215704763","185.986346481615","199.039149378302","217.721950240495","239.633029078325","258.77235766501","275.137765389995","300.532734961702","325.262457810945","338.127623233198","343.785668391868","351.986225479177","365.013855742779","375.419947953644","377.982728291884","373.208947591066","",
"Costa Rica","CRI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.475115033132766","0.434084297666698","0.462375861924331","0.471620035491636","0.483449945844342","0.501948632906629","0.491355109024895","0.494400601443598","0.496068721940542","0.49001509461438","0.486392677299335","0.48914262086661","0.483728548253032","0.473960253652669","0.476398717565013","0.478456816061048","0.490320658774696","0.522495407268539","0.56051706051808","0.560816396579918","0.643746693282701","0.685708614252071","0.706494261234019","0.727704328033677","0.702157703316403","0.725919106611098","0.715974579725665","0.682383227412036",
"Costa Rica","CRI","2005 PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.8169","","","","","","","","","","","","",
"Costa Rica","CRI","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4920301329734","53.1449405633339","62.1924663967527","67.0510221999062","75.9338876089495","90.1650329290178","102.059369695561","114.997579895781","127.583914595888","139.987512229436","149.901359216882","160.864333724402","174.055206232406","188.95055879001","208.620143527869","228.600303238315","250.701835408688","269.930218815014","294.963975600262","321.509310362508","338.500808731488","346.738297858882","355.29702371598","363.682463367541","377.983568807717","388.051527960847","390.019562975011","390.705340687035",
"Costa Rica","CRI","Official exchange rate (LCU per US$, period average)","PA.NUS.FCRF","5.615000004615","5.95166667161833","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.625000005625","6.62583333840625","6.634999999","6.64675833233333","7.929999999","8.569999999","8.569999999","8.569999999","8.569999999","8.569999999","8.56999999908334","21.7633333325","37.40666666575","41.0941666656667","44.532683333","50.45335","55.9858916666667","62.7762","75.8047333333333","81.5042083333333","91.5792916666667","122.432416666667","134.506333333333","142.171666666667","157.066666666667","179.729166666667","207.689166666667","232.5975","257.229166666667","285.684694833333","308.186666666667","328.870833333333","359.81752688172","398.662222222222","437.935","477.786741487455","511.301817940348","516.617390232975","526.23551344086","573.287956733231","525.829200716846","505.664239919355","502.901461981567","499.766832565284","538.317200279058","534.565769969278","544.73936722902","567.51309030978",
"Costa Rica","CRI","DEC alternative conversion factor (LCU per US$)","PA.NUS.ATLS","5.6363","5.9742","6.6501","6.6501","6.6501","6.625","6.625","6.625","6.625","6.625","6.625","6.6258","6.635","6.6468","7.93","8.57","8.57","8.57","8.57","8.57","8.57","21.7633","37.4067","41.0942","44.5327","50.5","55.8","62.77","75.79","81.11","91.54","122.43","134.5063","142.1717","157.0667","179.63","207.71","232.6","257.19","285.68","308.19","328.87","359.82","398.6633","437.9108","477.7867","511.3018","516.6174","526.2355","573.288","525.8292","505.6642","502.9015","499.7668","538.3172","534.5658","544.7394","572.56",
"Costa Rica","CRI","Terms of trade adjustment (constant LCU)","NY.TTF.GNFS.KN","45726443291.0145","56256899441.1013","60670637572.5677","64137431118.4407","79670139146.197","67908087999.0078","75935915332.028","71022924455.6018","55845095219.7724","59144541402.7087","92780542245.7401","17142973003.2141","3912433543.53284","5239601823.18787","-125828027778.47","-78743645371.536","52179070155.1084","243857105024.508","137249772646.932","47175177033.9813","48288815405.1115","-152618022991.056","-115080991257.82","-52203737911.4442","-4393067905.73657","53620492142.2473","345185412230.471","154946395848.782","155861986645.3","85523111598.5637","-36691138017.47","-5596953134.34253","77832040462.062","129807366919.385","225911915257.339","251477931202.563","137689617699.695","345540897536.052","517646504221.086","323649088034.979","229798840654.262","246012160306.23","158377062534.773","120606351592.548","5244168788.21387","-121494635888.715","-258052343007.414","-449542518306.295","-693547423983.066","-234387654495.338","16414162005.5254","-120627423346.987","0","45784384815.9053","173431567899.859","761555321999.148","1144686783942.77","963075410190.494",
"Costa Rica","CRI","Net secondary income (Net current transfers from abroad) (constant LCU)","NY.TRF.NCTR.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14363442405","18447946044.3","15605638629.4","16366000203.2","13200015746.8","14465589073.5","12104947097.1","10944490119","9602694166","8333434505.13262","13209945919.092","15308450323.3252","18280062082.6235","18098406593.3675","22193761803.8188","27143625280.5955","33152795478.5912","28329685908.7167","23668252460.3305","20877928436.7713","16851919937.4364","16600036740.0862","14690055099.6404","","","","",
"Costa Rica","CRI","Net secondary income (Net current transfers from abroad) (current LCU)","NY.TRF.NCTR.CN","","","","","","32462500","33125000","29812500","25175000","25175000","22525000","23259400","26653700","46750400","68666200","81161500","95974500","131978000","136263000","141405000","169686000","591961800","1107247200","941052600","1425056000","2151300000","2092500000","2429199000","3031600000","3187623000","5080470000","17336088000","23309941800","20344770300","26025952200","24052457000","31048490800","29191300000","29116479900","29701341000","15372255900","46354881400","61276458600","72124602500","83193783600","121321402400","170188935100","267810581400","251389146800","229933030100","234995861300","204458000500","222252572800","214739828400","265249060600","270243298600","286113170700","307381744800",
"Costa Rica","CRI","Net secondary income (Net current transfers from abroad) (current US$)","NY.TRF.NCTR.CD","","","","","","4900000","5000000","4500000","3800000","3800000","3400000","3510428.92933683","4017136.39788998","7033519.88927003","8659041.61412358","9470420.07001167","11198891.4819137","15400000","15900000","16500000","19800000","27200001.8379566","29600237.3906279","22899888.548749","32000215.571928","42600000","37500000","38700000","40000000","39300000","55500000","141600000","173300000.074346","143100000.211012","165700000.063667","133900000","149480000","125500000","113210000","103967169.560347","49879152.1464032","140951991.364369","170297533.766883","180916082.568925","189978834.959083","253923774.772299","332854167.734203","518392492.006657","477712253.924336","401077695.852695","446905309.366616","404335526.422476","441940564.504182","429680059.579788","492737480.058226","505537949.865106","525229441.27045","536855080.340925",
"Costa Rica","CRI","Taxes less subsidies on products (constant LCU)","NY.TAX.NIND.KN","","","","","","","","","","","","","","","","","","","","","","","","469055702900","498153558900","503227537400","532296720800","568908681700","590567319500","620391802200","646529507000","661087100000","778218500000","902456600000","952872700000","988692100000","1097518100000","1141265300000","1247100500000","1230923700000","1288896900000","1332673400000","1370372000000","1424557100000","1457981900000","1487248800000","1588739400000","1782773874000","1853985611500","1729715553000","1816742360100","1944626653200","1989329366600","2035622457600","2091521356700","2188641927200","2327953076000","2373405969600",
"Costa Rica","CRI","Taxes less subsidies on products (current LCU)","NY.TAX.NIND.CN","326399500","291599700","316199500","341399300","350199500","391800000","417800000","457300000","542800000","575800000","725200000","769800000","741400000","996300000","1445100000","2117400100","2565100000","3409600000","3999899900","4215200000","4862199800","6782400000","11314499600","18889134000","24105821700","26514270900","33901173600","39336285100","45401466800","53631368200","65250167500","69496000000","101851300000","109679100000","135416200000","175045000000","216810300000","257056500000","297686700000","364254700000","435998000000","510334300000","569673800000","633992100000","748159300000","892251400000","1123300900000","1418766592000","1628033951100","1474933010500","1640416838600","1865714713600","1989329366600","2113836682600","2267171551200","2409631327800","2558525502700","2604513274500",
