"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Costa Rica","CRI","Time required to build a warehouse (days)","IC.WRH.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194","194","194","199","199","199","199","149","135","135","135","135","135",
"Costa Rica","CRI","Total tax rate (% of commercial profits)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1","58.1","58.1","58.1","58.1","58.3","58.3","58.6","58.2","58.2","58.2","58.3","58.3",
"Costa Rica","CRI","Profit tax (% of commercial profits)","IC.TAX.PRFT.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.5","19.2","19.2","19.2","19.2","19.2",
"Costa Rica","CRI","Tax payments (number)","IC.TAX.PAYM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","43","43","43","32","24","24","24","10","10","10",
"Costa Rica","CRI","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.4","6.4","6.4","6.4","6.4",
"Costa Rica","CRI","Number of visits or required meetings of affected firms with tax officials","IC.TAX.METG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","",
"Costa Rica","CRI","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","32.3","32.3","32.3","32.3","32.5","32.5","32.5","32.5","32.5","32.5","32.7","32.7",
"Costa Rica","CRI","Firms expected to give gifts in meetings with tax officials (% of firms)","IC.TAX.GIFT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","7.6","","","","","","","",
"Costa Rica","CRI","Time to prepare and pay taxes (hours)","IC.TAX.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402","402","402","282","282","272","246","226","226","163","151","151","151",
"Costa Rica","CRI","Start-up procedures to register a business, male (number)","IC.REG.PROC.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","12","12","12","12","12","12","9","9","9","9","9",
"Costa Rica","CRI","Start-up procedures to register a business, female (number)","IC.REG.PROC.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","12","12","12","12","12","12","9","9","9","9","9",
"Costa Rica","CRI","Start-up procedures to register a business (number)","IC.REG.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","12","12","12","12","12","12","9","9","9","9","9",
"Costa Rica","CRI","Time required to start a business, male (days)","IC.REG.DURS.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","87","90","74","73.5","73.5","73.5","57.5","23","23","23","22.5","22.5",
"Costa Rica","CRI","Time required to start a business, female (days)","IC.REG.DURS.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","87","90","74","73.5","73.5","73.5","57.5","23","23","23","22.5","22.5",
"Costa Rica","CRI","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","87","90","74","73.5","73.5","73.5","57.5","23","23","23","22.5","22.5",
"Costa Rica","CRI","Cost of business start-up procedures (% of GNI per capita)","IC.REG.COST.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","14.7","12.6","12.5","12.7","11.4","10.5","10.1","9.8","15.8","11.9","11.5","11.1","9.1","8.5",
"Costa Rica","CRI","Cost of business start-up procedures, male (% of GNI per capita)","IC.REG.COST.PC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","14.7","12.6","12.5","12.7","11.4","10.5","10.1","9.8","15.8","11.9","11.5","11.1","9.1","8.5",
"Costa Rica","CRI","Cost of business start-up procedures, female (% of GNI per capita)","IC.REG.COST.PC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","14.7","12.6","12.5","12.7","11.4","10.5","10.1","9.8","15.8","11.9","11.5","11.1","9.1","8.5",
"Costa Rica","CRI","Procedures to register property (number)","IC.PRP.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","6","6","6","6","5","5","5","5","5","5","5",
"Costa Rica","CRI","Time required to register property (days)","IC.PRP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","21","21","21","20.5","19","19","19","19","19","19","11",
"Costa Rica","CRI","Time required to enforce a contract (days)","IC.LGL.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","877","877","877","877","877","877","852","852","852","852","852","852","852","852","852",
"Costa Rica","CRI","Strength of legal rights index (0=weak to 12=strong)","IC.LGL.CRED.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","10","10","10",
"Costa Rica","CRI","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3","3","3","3","3",
"Costa Rica","CRI","Time to import, documentary compliance (hours)","IC.IMP.TMDC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","26",
"Costa Rica","CRI","Time to import, border compliance (hours)","IC.IMP.TMBC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","80",
"Costa Rica","CRI","Time to import (days)","IC.IMP.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","18","18","14","14","14","14","14","14","","","",
"Costa Rica","CRI","Documents to import (number)","IC.IMP.DOCS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","5","5","5","","","",
"Costa Rica","CRI","Cost to import, documentary compliance (US$)","IC.IMP.CSDC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","75",
"Costa Rica","CRI","Cost to import, border compliance (US$)","IC.IMP.CSBC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","400","420","420",
"Costa Rica","CRI","Cost to import (US$ per container)","IC.IMP.COST.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","1100","1100","1190","1190","1190","1190","1020","1070","1070","","","",
"Costa Rica","CRI","Time spent dealing with the requirements of government regulations (% of senior management time)","IC.GOV.DURS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6","","","","","8.4","","","","","","","",
"Costa Rica","CRI","Firms offering formal training (% of firms)","IC.FRM.TRNG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4","","","","","54.7","","","","","","","",
"Costa Rica","CRI","Firms experiencing losses due to theft and vandalism (% of firms)","IC.FRM.THEV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8","","","","","","","",
"Costa Rica","CRI","Firms that spend on R&D (% of firms)","IC.FRM.RSDV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6","","","","","","","",
"Costa Rica","CRI","Value lost due to electrical outages (% of sales for affected firms)","IC.FRM.OUTG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","","","",
"Costa Rica","CRI","Firms visited or required meetings with tax officials (% of firms)","IC.FRM.METG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5","","","","","","","",
"Costa Rica","CRI","Firms that do not report all sales for tax purposes (% of firms)","IC.FRM.INFM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.29","","","","","","","","","","","","",
"Costa Rica","CRI","Firms formally registered when operations started (% of firms)","IC.FRM.FREG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8","","","","","","","",
"Costa Rica","CRI","Firms with female participation in ownership (% of firms)","IC.FRM.FEMO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3","","","","","43.5","","","","","","","",
"Costa Rica","CRI","Firms with female top manager (% of firms)","IC.FRM.FEMM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","","","","","","","",
"Costa Rica","CRI","Time required to obtain an operating license (days)","IC.FRM.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","","","","","","","",
"Costa Rica","CRI","Losses due to theft and vandalism (% of annual sales of affected firms)","IC.FRM.CRIM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","","","","",
"Costa Rica","CRI","Net official flows from UN agencies, IFAD (current US$)","DT.NFL.IFAD.CD","","","","","","","","","","","","","","","","","","","","","","","","510000","720000","1680000","2370000","970000","-680000","-220000","-320000","-490000","-70000","-250000","-50000","-740000","-370000","-220000","-840000","-610000","-50000","-20000","-10000","350000","480000","250000","-490000","-350000","-720000","-350000","-340000","-350000","-170000","","","","","",
"Costa Rica","CRI","Net official flows from UN agencies, IAEA (current US$)","DT.NFL.IAEA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000","300000","510000","160000","310000","160000","160000","250000","810000","340000","700000","",
"Costa Rica","CRI","Net official flows from UN agencies, FAO (current US$)","DT.NFL.FAOG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270000","","","","",
"Costa Rica","CRI","Net flows on external debt, short-term (NFL, current US$)","DT.NFL.DSTC.CD","","","","","","","","","","","41000000","6000000","10000000","10000000","18000000","30000000","27000000","81000000","61000000","69000000","222000000","-39000000","11000000","-67000000","-211000000","95000000","28000000","-33000000","-1000000","4000000","-20000000","-25620000","41157000","23063000","17190000","42060000","-52980000","164130000","153510000","93960000","178720000","206080000","341080000","127650000","60000000","425000000","258408000","880296000","754941000","-1745213000","187538000","379180000","93360000","-492577000","-64186000","257286000","-49207000","-16408000",
"Costa Rica","CRI","Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)","DT.NFL.DPPG.CD","","","","","","","","","","","12833492","35430065.9","45211295.8","51757665.9","62329952.4","126832054.1","132718425.1","192911630","124135932.6","238020653.1","360338742.8","240191675.3","110041747.5","320625482","134957140.5","187239822","-5008557.1","51792272","24166284.1","-18071029.8","-68741125.4","132508201.3","-90872691.1","-84568449.1","-26573050.4","-136856892.8","44339274.7","-66001423","193705865","140255142.7","374479859","43327170.4","-207431005.8","440049062.2","-219409669.8","-290060932.3","-134321409","-148583526.2","-453202972","-13973863.1","585916802.3","132714280.8","1042133459.6","2522887000.7","1266052651.9","1330656198.6","907718938.5","112975564.6",
"Costa Rica","CRI","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","","9900000","2700000","13100000","20500000","29700000","46100000","35000000","62700000","90700000","-18300000","13500000","-40400000","9700000","-33000000","-31600000","-15200000","4800000","-15500000","14500000","0","-1000000","-150000","30000000","-54000000","-52000000","-13800000","-21155000","-21449000","53051000","-21449000","-16958000","-16958000","-16958000","-16958000","353675000","706124000","97436000","200671000","132282000","493982000","252930000","514957000","1121890000","827145000","1313083000","1791965000","1362601000","73435000",
"Costa Rica","CRI","Net flows on external debt, long-term (NFL, current US$)","DT.NFL.DLXF.CD","","","","","","","","","","","22733000","38130000","58311000","72258000","92030000","172932000","167718000","255612000","214836000","219721000","373839000","199792000","119742000","287625000","103357000","172040000","-209000","36292000","38666000","-18071000","-69741000","132358000","-60873000","-138568000","-78573000","-150657000","23184000","-87450000","246757000","118806000","357522000","26369000","-224389000","423091000","134265000","416063000","-36885000","52087000","-320921000","480008000","838847000","647671000","2164023000","3350032000","2579136000","3122621000","2270320000","186411000",
"Costa Rica","CRI","Net flows on external debt, total (NFL, current US$)","DT.NFL.DECT.CD","","","","","","","","","","","61483492","49897459.6","68311295.8","82257665.9","133025098.4","216437850.1","197408515","333108905","259542306.2","313902756.4","603638742.8","212091675.3","126341747.5","326575482","-132552859.5","279889822","-8208557.1","-59160184","-16418910.5","-47522993.2","-115536332.9","175291482.7","-17954925.4","-115505449.1","-81174154.7","-152809193.1","-52762964.4","75991532","400266865","212766142.7","536241859","232449170.4","116690994.2","550741062.2","194265330.2","841063067.7","221522591","932383473.8","434020028","-1265204863.1","1026384802.3","1026851280.8","2257383459.6","2857455000.7","2514949651.9","3379907198.6","2221112938.5","170002564.6",
"Costa Rica","CRI","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","DT.NFL.BOND.CD","","","","","","","","","","","-1021000","-288000","-177000","-288000","-9000","-8000","-20000","-12000","19972000","-450000","96951000","-1966000","0","0","-4847000","0","-8388000","0","-8113000","-15769000","-41597000","-9572000","-16995000","-5220000","-1319000","-4105000","-7278000","40221000","184127000","283243000","470446000","207522000","-43662000","204442000","-200756000","-40994000","16000000","-34509000","-240355000","-225000000","0","0","1000000000","2750000000","1040000000","1000000000","1000945000","",
"Costa Rica","CRI","PPG, bilateral concessional (NFL, current US$)","DT.NFL.BLTC.CD","","","","","","","","","","","4088000","5372000","9584000","5087000","6187000","8810000","2255000","115000","13105000","20006000","16675000","8391000","38261000","156245000","64979000","31481000","26267000","27755000","25682000","2054000","72901000","52182000","46059000","-14818000","-18027000","-32737000","-54029000","-73519000","-57179000","-52463000","-50870000","-45893000","-60062000","-41671000","-28022000","-20114000","-4868000","-14431000","-4145000","31707000","22101000","-24286000","-27935000","-6117000","-1993000","58117000","113571000","16868000",
"Costa Rica","CRI","Net financial flows, bilateral (NFL, current US$)","DT.NFL.BLAT.CD","","","","","","","","","","","2996000","4269000","8972000","5137000","8398000","29588404.9","20168697.4","24081455.8","46566726.1","52420233.3","95228171.4","89200227.2","73570716.1","161932843.7","67683215.4","15773036.5","-59932457.1","36365464.6","39129128.7","17035765.2","64507254.8","126726611.3","-76689527.3","-122978986.2","-44465794.5","-129012106","-140244074.2","-145122918.3","-35176778.1","-106139359","-61848325.4","-180870429.8","-76278009.9","-52186068.6","-38682340.2","-25508286.9","-3510357.7","-14430762.4","20174531.7","74934226.5","10087838.3","3226090.1","-45423007.9","-28606123.8","-15593348.1","44517198.6","104970938.5","13267564.6",
"Costa Rica","CRI","Average maturity on new external debt commitments, private (years)","DT.MAT.PRVT","","","","","","","","","","","14.8394","8.2397","9.1276","7.8859","7.0308","5.8701","5.8752","7.0433","7.5679","9.4707","7.6485","6.2966","6.3283","4.3192","3.045","13.3408","9.9535","5.4317","8.6592","10.2825","3.1731","1.1","0","6.2384","7","6","10.8333","7.7585","5.0833","10.0833","17.3333","10.2674","13.25","9.4867","10","12.0833","14.25","1.4166","0","9.4843","4.6777","8.1385","9.6028","18.297","23.1511","29.1406","4.8927","4.8279",
"Costa Rica","CRI","Average maturity on new external debt commitments, official (years)","DT.MAT.OFFT","","","","","","","","","","","29.1584","25.5049","19.2882","21.8248","22.1593","22.9695","20.8251","19.0427","22.1405","14.4346","18.4799","9.163","20.841","17.6753","19.9953","20.4784","19.9469","15.3586","20.0789","17.4635","17.5994","7.0235","18.6366","16.34","17.2538","7.275","12.495","14.928","1.0833","0","4.3361","17.219","22.7204","12.7115","8.2572","17.4543","15.6581","11.3379","17.3105","19.5547","7.0833","17.5328","17.9643","16.6798","21.3783","10.1943","27.4605","37.5006",
"Costa Rica","CRI","Average maturity on new external debt commitments (years)","DT.MAT.DPPG","","","","","","","","","","","27.3758","12.8227","15.9659","12.9932","15.664","18.4373","14.4691","12.5203","15.9486","11.0411","13.6515","8.0374","19.6589","12.2972","14.7835","18.5092","19.3879","14.9103","19.9577","17.3976","15.3716","6.8619","18.6366","15.9712","17.0466","7.1885","12.478","12.6708","3.9924","10.0833","12.2259","12.0354","20.3857","10.606","8.6144","16.3289","15.489","10.9239","17.3105","18.7886","5.1565","12.8416","13.6614","18.0747","22.2269","24.6245","15.8057","24.8949",
"Costa Rica","CRI","Interest rescheduled, private (current US$)","DT.IXR.PRVT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34690335.5","140885733.3","1912859.7","1694029.8","435000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest rescheduled, official (current US$)","DT.IXR.OFFT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43973587.2","10422666.8","73183834.8","5833672.7","7294322.7","0","0","0","0","169.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest rescheduled (capitalized) (current US$)","DT.IXR.DPPG.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78663922.7","151308400.1","75096694.5","7527702.5","7729322.7","0","0","0","0","169.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest forgiven (current US$)","DT.IXF.DPPG.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","187403000","1113378.4","1343000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest arrears, private creditors (current US$)","DT.IXA.PRVT.CD","","","","","","","","","","","0","0","0","83000","0","0","0","0","0","0","142000","73100246.6","208300401.4","15331000","38632612.5","3021158","70225288.6","169718297.6","214122408.2","363749639.9","1796113.1","9972068","4969325.7","4624298","3706922.8","3487658.2","3669007.3","3291363.9","3276000","2964000","2964000","2942000","167000","167000","167000","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest arrears, official creditors (current US$)","DT.IXA.OFFT.CD","","","","","","","","","","","0","6000","0","0","0","0","0","27000","315000","11000","387000","12778383.1","23108506.7","7897513.9","31110393.6","13178687","12857602","55633225.8","71831987.7","28373898.9","83253679.9","68708890.7","34519785.2","41459194.7","48277002.1","41698315.5","36895675.9","34155543.8","30590329.7","24806405.8","24057168.7","23175569.2","21856562.8","22159738.6","2231562.2","1807637.5","2023636","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Net change in interest arrears (current US$)","DT.IXA.DPPG.CD.CG","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106169142.9","-307073745.8","-6368834.3","-39191847.8","6594381.8","5900432.2","-6797951.2","-4621290.5","-3117775.5","-3580578","-6095923.9","-749237.1","-903599.5","-4094006.4","303175.8","-19928176.4","-590924.7","215998.5","-2023636","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","Interest arrears, long-term DOD (US$)","DT.IXA.DPPG.CD","","","","","","","","","","","0","6000","0","83000","0","0","0","27000","315000","11000","529000","85878629.7","231408908.1","23228513.9","69743006.1","16199845","83082890.6","225351523.4","285954395.9","392123538.8","85049793","78680958.7","39489110.9","46083492.7","51983924.9","45185973.7","40564683.2","37446907.7","33866329.7","27770405.8","27021168.7","26117569.2","22023562.8","22326738.6","2398562.2","1807637.5","2023636","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","CRI","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","","","","","","","","","","","2826975.4","3391085.4","3489306.6","5588808.7","9869325.4","13625000","13832000","17106000","35702000","44703000","87773080.1","77268748.9","33329440.3","441740541.4","170400865","248322926.6","88305929.2","53442902.3","61101058.8","27816986.4","65186513.5","47805942.3","41509861.1","38685368.5","39719782.4","41688096.8","40494696.7","41509967","45383642.9","41371502.7","85839193.7","123084531.8","131072405.7","138023452.7","54772871.1","42676273.9","42457000","72907193.9","168200755.4","141812747.9","126823499.2","114906835","123410194.9","181975000","329158000","726728000","504601000","517874000",
"Costa Rica","CRI","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","","","","","","","","","","","857709","1096017.1","1102135.9","1882000","1998647.3","2137000","2754000","2538000","2628000","5675000","4279000","2090000","2143889.9","68838461.4","19868493.8","3417860.2","2482141.3","687902.3","3453557.6","4367986.4","5002549.6","5116172.5","5497839.5","4376399.7","4280488","4574217.2","3834261.5","3783979.3","3627455.8","2757593.7","3099287.9","4218224.6","4111714","3906670.9","1006692.6","990000","1000","1150000","2058000","1838000","1628000","1370000","1871000","2301000","1551000","5118000","1676000","726000",
"Costa Rica","CRI","PNG, commercial banks and other creditors (INT, current US$)","DT.INT.PNGC.CD","","","","","","","","","","","7100000","7100000","7600000","10800000","13100000","13500000","13500000","15800000","19500000","32800000","41000000","19300000","31000000","28100000","21100000","19740000","21500000","22496000","25284000","0","2000000","25834000","25508000","26000000","22000000","20668000","18372000","16075000","18644000","11361000","11565000","10514000","9462000","8411000","29360000","71728000","77573000","89614000","97325000","123792000","100302000","196926000","359187000","474965000","544560000","129884000","364360000","355610000",
"Costa Rica","CRI","PNG, bonds (INT, current US$)","DT.INT.PNGB.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65330000","75060000","89748000","115497000",
"Costa Rica","CRI","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","","","","","","","","","","","1878266.4","2252068.3","2360170.7","3692000","7866000","11485000","11074000","14564000","32142000","36677000","77635000","59586000","21572448.1","344339000","117591000","210232125.7","78756373.4","36980000","51744501.2","17904000","36073963.9","2538686.7","411000","444000","772000","218000","880000","1207000","3085000","1365000","2411000","2376000","4344000","4428000","5496000","2690000","5122000","5365193.9","19706755.4","17672747.9","16955499.2","16543835","18557194.9","18326000","75692000","160548000","90342000","89933000",
"Costa Rica","CRI","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","","","","","","","","","","","91000","43000","27000","14808.7","4678.1","3000","4000","4000","932000","2351000","5859080.1","15592748.9","9613102.3","28563080","32941371.2","34672940.7","7067414.5","15775000","5903000","5545000","24110000","40151083.1","35601021.6","33864968.8","34667294.4","36895879.6","35780435.2","36518987.7","38671187.1","37248909","80328905.8","116490307.2","122616691.7","129688781.8","48270178.5","38996273.9","37334000","66392000","146436000","122302000","108240000","96993000","102982000","161348000","251915000","561062000","412583000","427215000",
"Costa Rica","CRI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","","","","","","","","","","","5325962.3","6063976.2","8092958.5","9275972.3","10923463.1","12966000","18054000","23730000","35613962.1","45595861","49489804.4","45024325.8","52573765","69503965.7","58799432.4","82742992.4","116849720.1","73862382.2","109195356.3","109421994.3","107640304.6","127891978.7","150988279.5","122054199.8","134189856.9","164395134.3","138279755.3","127436191.9","117834411","103057738.1","104796886","101821718.2","96053424.6","87787762.7","67384194.7","62370071.7","52664944.9","42048511.7","79812731.5","76559604.9","85926681","85431680","78647166.8","71360124.7","57925114.7","96212087.9","96020683.2","120168368.5",
"Costa Rica","CRI","PPG, multilateral concessional (INT, current US$)","DT.INT.MLTC.CD","","","","","","","","","","","990000","1237000","1540000","2054000","2482000","2916000","3446000","3832000","3904000","4525000","5006000","4814000","5298000","6395000","5485000","6664000","6569000","5593000","6764000","5579000","5800000","6170000","5286000","4991000","4661000","5251094.8","4230774.7","4011278","3876171.3","3752140.1","3514058.4","3635000","4982000","6232000","4748000","4034000","5064000","3735000","9332000","13313000","17222000","16594000","15784000","17259000","19373000","33761000","37983000","47053000",
"Costa Rica","CRI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","","","","","","","","","","","3888962.3","4780976.2","6708958.5","7832972.3","9268463.1","11054000","15759000","20620000","27922000","34448000","34573000","33862000","38277000","49264000","34415000","47016000","66812209.5","71427745.6","73443000","73793345.3","79985424.6","84250156.1","84028142.6","80405206.3","91237412.5","97230473.2","91875349.8","91070183.1","88052867.7","85395415.7","84383437.1","84808931.1","83778311.6","76519354.6","61121211.6","57032648.1","49942454.9","38948697","69965407.3","66968296.6","75347822.8","74363169.7","67248366.8","61750041.2","50169000","81975000","87687000","111227000",
"Costa Rica","CRI","Binding coverage, manufactured products (%)","TM.TAX.MANF.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","99.95","99.95","99.95","99.95","99.95","99.97","99.97","99.97","99.97","99.97","100","100","100","","100","",
"Costa Rica","CRI","Import volume index (2000 = 100)","TM.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","23.63929058","16.74053419","12.88484227","14.58694204","17.11982468","17.19026376","20.41132148","23.02175285","22.51814086","26.09968914","28.83798724","27.19875703","35.7052209","51.42271561","58.71472332","58.73512684","62.13286058","73.3865835","96.68827883","101.4993459","100","105.5644772","114.3267065","120.2110166","122.5200448","137.1202345","154.5991126","177.0393435","204.6840232","163.5534725","192.3228562","216.9949938","232.3292798","239.1498176","248.8373122","258.2242061","262.4214602","",
"Costa Rica","CRI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","38.3634865678387","39.0353192487203","43.0735099386795","42.7620797530016","46.5370562566314","48.9054321544899","48.5087701011459","47.82283718201","49.713022991652","50.9354048249358","55.6339583304148","53.3907487764081","52.7921748338567","52.3115660443245","69.6050914412789","60.5498557570538","56.5085463057904","60.1999654433791","57.6349603336263","57.7670384722527","52.6136372682153","84.4955416775779","67.4819940417209","46.8004914822584","45.712706293521","43.2387043669555","41.4210167096537","43.5018346047274","43.8012103986958","45.6134084077525","46.4377634903325","48.4725941853065","50.1958524412032","64.3788242464344","63.8190635628055","65.0455357746826","69.1151828896183","73.2309411819749","86.2205364221194","90.8519450963932","81.8555005936352","72.831869391606","75.4447398954209","80.0494651851537","78.627374349863","84.4540289228591","87.3794364045821","83.3439457139274","81.2574871555153","66.0230402970877","61.7615853725026","63.0056796198069","62.4535103848797","59.5169053344974","56.8645199111484","46.908840862189","43.4397908173153","44.8197996049067",
